training_id,client_id,certificate_number,training_title,category,duration_hours,training_duration_days,start_date,end_date,cancel_date,training_status,review_count,approved_review_count,rejected_review_count,pending_review_count,approved_review_ratio,avg_review_rating,attendance_rate,completion_rate,assignment_avg,exam_score,engagement_score,practice_quiz_avg,days_until_exam,missed_sessions,prior_certifications,performance_index,engagement_index,certificate_score,grade,issue_date,expiry_date,certificate_status,issue_probability,is_issued
1308,2308,CERT-2026-01308,Cloud Bootcamp 1308,Cloud,50,12,2025-09-25,2025-10-07,,COMPLETED,7,6,0,1,0.89,4.4,0.97,0.97,96.2,79.0,67.8,84.3,0,0,0,85.5,87.4,84.0,B,2025-11-06,2026-11-06,ISSUED,0.8632,1
1309,2309,CERT-2026-01309,Web Development Bootcamp 1309,Web Development,53,13,2024-08-14,2024-08-27,,COMPLETED,10,7,1,2,0.69,4.0,0.72,0.83,34.4,26.9,56.3,41.2,0,2,0,32.7,68.9,37.8,F,,,REVOKED,0.0426,0
1310,2310,CERT-2026-01310,Cybersecurity Bootcamp 1310,Cybersecurity,56,14,2026-04-05,2026-04-29,,ONGOING,4,2,1,1,0.62,3.9,0.96,0.6,57.1,,68.7,63.1,20,1,1,57.2,85.6,61.1,D,,,PENDING,0.0,0
1311,2311,CERT-2026-01311,UI/UX Bootcamp 1311,UI/UX,51,13,2026-05-15,2026-05-28,,UPCOMING,5,3,1,1,0.53,4.1,0.73,0.04,,,41.2,,38,1,1,55.6,65.7,55.0,F,,,PENDING,0.0,0
1312,2312,CERT-2026-01312,UI/UX Bootcamp 1312,UI/UX,23,6,2025-03-08,2025-03-14,,COMPLETED,7,1,3,3,0.18,,0.79,0.93,42.2,76.3,36.5,58.4,0,2,2,61.6,65.1,61.0,D,2025-03-21,2026-03-21,EXPIRED,0.601,1
1313,2313,CERT-2026-01313,Cybersecurity Bootcamp 1313,Cybersecurity,53,13,2026-04-20,2026-05-03,,UPCOMING,3,1,1,1,0.48,3.7,0.79,0.08,,,36.1,,24,3,1,55.6,63.4,54.9,F,,,PENDING,0.0,0
1314,2314,CERT-2026-01314,Web Development Bootcamp 1314,Web Development,48,12,2025-03-24,2025-04-05,,COMPLETED,5,4,1,0,0.79,3.5,0.89,0.89,77.7,90.1,68.9,83.0,0,1,1,84.6,82.6,83.5,B,2025-04-30,2026-04-30,ISSUED,0.7499,1
1315,2315,CERT-2026-01315,Cybersecurity Bootcamp 1315,Cybersecurity,58,14,2026-04-06,2026-04-24,,ONGOING,5,2,2,1,0.39,3.1,0.72,0.44,54.3,,73.7,75.0,11,2,0,59.3,75.0,60.8,D,,,PENDING,0.0,0
1316,2316,CERT-2026-01316,Cybersecurity Bootcamp 1316,Cybersecurity,50,12,2025-08-17,2025-08-29,,COMPLETED,11,8,1,2,0.75,3.8,0.73,0.89,53.7,71.2,51.6,42.8,0,1,0,58.8,69.3,60.8,D,,,PENDING,0.4593,0
1317,2317,CERT-2026-01317,Web Development Bootcamp 1317,Web Development,48,12,2026-04-20,2026-05-02,,UPCOMING,2,2,0,0,0.82,3.7,0.8,0.06,,,63.6,,24,2,2,55.6,75.1,58.3,F,,,PENDING,0.0,0
1318,2318,CERT-2026-01318,Cybersecurity Bootcamp 1318,Cybersecurity,35,9,2026-04-12,2026-04-25,,ONGOING,2,1,1,0,0.56,3.9,0.91,0.7,80.7,,73.8,52.9,8,1,2,61.7,85.2,65.6,D,,,PENDING,0.0,0
1319,2319,CERT-2026-01319,Web Development Bootcamp 1319,Web Development,44,11,2026-05-04,2026-05-15,,UPCOMING,4,2,1,1,0.62,3.8,0.95,0.05,,,79.9,,30,2,0,55.6,87.5,61.4,D,,,PENDING,0.0,0
1320,2320,CERT-2026-01320,Cybersecurity Bootcamp 1320,Cybersecurity,36,9,2026-03-29,2026-03-30,2026-03-30,CANCELLED,4,3,0,1,0.69,4.0,0.85,0.0,52.9,,66.7,44.7,18,4,1,51.3,75.2,56.4,F,,,REVOKED,0.0,0
1321,2321,CERT-2026-01321,Cloud Bootcamp 1321,Cloud,46,12,2025-04-20,2025-05-02,,COMPLETED,10,5,2,3,0.46,,0.98,0.91,70.1,90.4,100.0,72.3,0,0,0,79.8,99.1,84.8,B,2025-05-10,2026-05-10,ISSUED,0.7967,1
1322,2322,CERT-2026-01322,Data Science Bootcamp 1322,Data Science,59,15,2024-11-12,2024-11-27,,COMPLETED,13,4,3,6,0.32,3.1,0.95,1.0,58.2,57.3,65.4,54.5,0,0,3,56.9,85.6,61.1,D,2024-12-18,2025-12-18,EXPIRED,0.7105,1
1323,2323,CERT-2026-01323,Cybersecurity Bootcamp 1323,Cybersecurity,47,12,2025-07-15,2025-07-27,,COMPLETED,9,6,1,2,0.62,4.4,0.88,0.89,74.3,88.5,80.6,70.1,0,0,0,79.6,87.8,81.5,B,2025-08-18,2026-08-18,ISSUED,0.5647,1
1324,2324,CERT-2026-01324,Data Science Bootcamp 1324,Data Science,47,12,2026-02-03,2026-02-15,,COMPLETED,6,4,1,1,0.69,3.9,0.74,0.85,33.8,56.8,56.5,32.9,0,2,0,43.9,69.9,49.3,F,2026-03-12,2027-03-12,ISSUED,0.2271,1
1325,2325,CERT-2026-01325,Cybersecurity Bootcamp 1325,Cybersecurity,60,15,2025-05-29,2025-06-13,,COMPLETED,6,4,1,1,0.71,4.8,0.85,1.0,,82.3,46.8,68.7,0,2,3,71.0,71.4,70.0,C,2025-06-24,2026-06-24,ISSUED,0.5346,1
1326,2326,CERT-2026-01326,Web Development Bootcamp 1326,Web Development,58,14,2026-01-14,2026-01-28,,COMPLETED,7,2,3,2,0.23,2.7,0.8,0.88,41.9,59.1,32.0,56.3,0,0,0,53.2,67.2,53.0,F,2026-02-22,2027-02-22,ISSUED,0.2611,1
1327,2327,CERT-2026-01327,Web Development Bootcamp 1327,Web Development,44,11,2026-05-08,2026-05-19,,UPCOMING,3,1,1,1,0.45,3.8,0.66,0.05,,,45.7,,34,4,0,55.6,59.3,55.0,F,,,PENDING,0.0,0
1328,2328,CERT-2026-01328,Web Development Bootcamp 1328,Web Development,32,8,2026-04-09,2026-04-25,,ONGOING,2,2,0,0,0.78,5.0,0.85,0.35,87.0,,89.8,74.1,3,2,1,68.9,86.5,71.5,C,,,PENDING,0.0,0
1329,2329,CERT-2026-01329,UI/UX Bootcamp 1329,UI/UX,44,11,2026-04-07,2026-04-29,,ONGOING,2,1,0,1,0.46,3.9,0.71,0.6,42.9,,57.6,36.7,14,2,2,46.3,68.9,50.7,F,,,PENDING,0.0,0
1330,2330,CERT-2026-01330,Web Development Bootcamp 1330,Web Development,34,8,2025-08-03,2025-08-11,,COMPLETED,8,4,1,3,0.48,3.7,0.91,0.98,62.4,78.3,48.1,72.3,0,1,0,72.0,76.2,71.0,C,2025-08-22,2026-08-22,ISSUED,0.4828,1
1331,2331,CERT-2026-01331,Cybersecurity Bootcamp 1331,Cybersecurity,59,15,2025-12-13,2025-12-28,,COMPLETED,12,8,1,3,0.64,4.8,1.0,0.9,81.9,80.3,93.0,70.0,0,0,1,78.2,97.6,82.3,B,2026-01-06,2027-01-06,ISSUED,0.6542,1
1332,2332,CERT-2026-01332,UI/UX Bootcamp 1332,UI/UX,34,8,2026-04-09,2026-04-26,,ONGOING,4,2,1,1,0.5,4.3,0.71,0.42,41.0,,43.6,,8,1,1,51.1,65.6,51.6,F,,,PENDING,0.0,0
1333,2333,CERT-2026-01333,UI/UX Bootcamp 1333,UI/UX,32,8,2026-03-24,2026-04-01,,COMPLETED,3,2,0,1,0.72,3.7,0.83,0.92,50.8,52.4,54.6,57.3,0,3,0,53.1,71.7,55.4,F,,,PENDING,0.1424,0
1334,2334,CERT-2026-01334,Web Development Bootcamp 1334,Web Development,38,10,2025-01-13,2025-01-23,,COMPLETED,9,4,2,3,0.43,3.3,0.9,1.0,41.1,86.2,58.2,75.7,0,1,1,70.0,79.3,70.8,C,,,PENDING,0.3821,0
1335,2335,CERT-2026-01335,Cybersecurity Bootcamp 1335,Cybersecurity,49,12,2026-05-29,2026-06-10,,UPCOMING,8,5,2,1,0.57,3.8,0.76,0.02,,,50.4,,29,0,6,55.6,71.8,56.4,F,,,PENDING,0.0,0
1336,2336,CERT-2026-01336,UI/UX Bootcamp 1336,UI/UX,34,8,2024-11-14,2024-11-22,,COMPLETED,7,3,2,2,0.45,3.0,0.64,0.96,33.7,36.3,60.0,35.5,0,2,0,35.3,66.6,40.6,F,,,REVOKED,0.0334,0
1337,2337,CERT-2026-01337,Web Development Bootcamp 1337,Web Development,38,10,2026-04-11,2026-04-27,,ONGOING,6,4,1,1,0.7,4.5,0.85,0.56,72.4,,70.4,63.2,8,3,2,61.8,78.1,64.2,D,,,PENDING,0.0,0
1338,2338,CERT-2026-01338,Cybersecurity Bootcamp 1338,Cybersecurity,61,15,2025-03-17,2025-04-01,,COMPLETED,6,2,1,3,0.38,3.5,0.71,0.92,37.3,45.1,36.2,44.5,0,3,3,42.6,59.8,44.1,F,,,REVOKED,0.0561,0
1339,2339,CERT-2026-01339,Mobile Bootcamp 1339,Mobile,46,12,2026-02-22,2026-03-06,,COMPLETED,7,7,0,0,1.0,4.9,1.0,0.92,,99.3,100.0,93.0,0,1,5,84.7,98.4,88.2,B,2026-03-23,2027-03-23,ISSUED,0.917,1
1340,2340,CERT-2026-01340,Data Science Bootcamp 1340,Data Science,57,14,2026-01-11,2026-01-13,2026-01-13,CANCELLED,4,3,0,1,0.68,3.9,0.91,0.26,34.7,,96.1,63.4,27,2,2,50.6,91.4,58.7,F,,,REVOKED,0.0,0
1341,2341,CERT-2026-01341,Web Development Bootcamp 1341,Web Development,52,13,2024-11-16,2024-11-29,,COMPLETED,4,4,0,0,0.88,3.4,0.85,0.91,68.3,54.6,94.8,44.6,0,1,0,56.2,89.8,63.7,D,,,PENDING,0.3708,0
1342,2342,CERT-2026-01342,Cloud Bootcamp 1342,Cloud,38,10,2026-05-10,2026-05-20,,UPCOMING,5,2,2,1,0.49,3.4,0.95,0.04,,,87.7,,21,1,2,55.6,91.8,62.4,D,,,PENDING,0.0,0
1343,2343,CERT-2026-01343,Cybersecurity Bootcamp 1343,Cybersecurity,69,17,2025-09-30,2025-10-15,2025-10-15,CANCELLED,6,3,2,1,0.42,3.4,0.75,0.39,20.0,,69.7,44.4,12,1,1,41.4,76.5,48.1,F,,,REVOKED,0.0,0
1344,2344,CERT-2026-01344,Mobile Bootcamp 1344,Mobile,32,8,2026-05-03,2026-05-11,,UPCOMING,4,2,1,1,0.38,3.0,0.77,0.01,,,73.5,,20,1,0,55.6,78.8,59.2,F,,,PENDING,0.0,0
1345,2345,CERT-2026-01345,Cybersecurity Bootcamp 1345,Cybersecurity,34,8,2025-01-12,2025-01-20,,COMPLETED,13,6,3,4,0.43,4.2,0.7,1.0,31.7,52.4,38.2,34.5,0,0,0,41.7,64.9,44.6,F,2025-02-13,2026-02-13,EXPIRED,0.1803,1
1346,2346,CERT-2026-01346,Web Development Bootcamp 1346,Web Development,38,10,2026-03-11,2026-03-21,,COMPLETED,3,2,0,1,0.58,4.5,1.0,1.0,97.8,95.5,100.0,95.3,0,2,5,96.1,96.8,96.9,A,,,PENDING,0.7596,0
1347,2347,CERT-2026-01347,Data Science Bootcamp 1347,Data Science,51,13,2026-05-02,2026-05-15,,UPCOMING,4,3,1,0,0.72,4.5,1.0,0.05,,,100.0,,32,0,1,55.6,100.0,64.2,D,,,PENDING,0.0,0
1348,2348,CERT-2026-01348,Data Science Bootcamp 1348,Data Science,56,14,2026-05-04,2026-05-18,,UPCOMING,3,3,0,0,1.0,5.0,1.0,0.07,,,97.5,,27,3,2,55.6,94.3,63.9,D,,,PENDING,0.0,0
1349,2349,CERT-2026-01349,Web Development Bootcamp 1349,Web Development,39,10,2025-09-12,2025-09-16,2025-09-16,CANCELLED,2,1,1,0,0.53,,0.91,0.29,67.5,,54.7,72.9,22,0,4,62.8,80.1,62.9,D,,,REVOKED,0.0,0
1350,2350,CERT-2026-01350,Cloud Bootcamp 1350,Cloud,65,16,2024-08-09,2024-08-25,,COMPLETED,9,7,1,1,0.83,5.0,1.0,0.88,96.9,100.0,88.4,92.8,0,1,2,97.3,94.3,96.9,A,2024-09-02,2025-09-02,EXPIRED,0.8631,1
1351,2351,CERT-2026-01351,Web Development Bootcamp 1351,Web Development,44,11,2024-12-09,2024-12-20,,COMPLETED,13,4,3,6,0.34,3.5,0.71,0.92,58.7,49.8,39.6,34.9,0,1,1,48.7,64.2,50.3,F,,,REVOKED,0.0989,0
1352,2352,CERT-2026-01352,Data Science Bootcamp 1352,Data Science,63,16,2025-11-15,2025-12-01,,COMPLETED,6,5,0,1,0.87,4.3,0.99,0.93,59.4,53.4,67.2,50.0,0,3,2,54.4,83.3,59.7,F,2025-12-26,2026-12-26,ISSUED,0.4449,1
1353,2353,CERT-2026-01353,Cybersecurity Bootcamp 1353,Cybersecurity,45,11,2026-04-09,2026-04-28,,ONGOING,4,2,1,1,0.58,4.3,1.0,0.61,71.6,,94.5,84.8,12,1,2,67.0,96.5,71.1,C,,,PENDING,0.0,0
1354,2354,CERT-2026-01354,Web Development Bootcamp 1354,Web Development,52,13,2025-09-16,2025-09-29,,COMPLETED,10,7,1,2,0.67,3.9,0.78,0.95,63.3,78.6,61.6,81.4,0,1,1,74.7,75.1,73.2,C,2025-10-05,2026-10-05,ISSUED,0.4337,1
1355,2355,CERT-2026-01355,Mobile Bootcamp 1355,Mobile,43,11,2026-05-18,2026-05-29,,UPCOMING,2,2,0,0,0.82,5.0,1.0,0.05,,,100.0,,36,2,2,55.6,96.8,64.2,D,,,PENDING,0.0,0
1356,2356,CERT-2026-01356,Mobile Bootcamp 1356,Mobile,39,10,2026-04-11,2026-04-22,,ONGOING,5,3,1,1,0.54,3.3,0.85,0.42,73.8,,67.5,65.3,18,2,5,62.8,78.7,64.4,D,,,PENDING,0.0,0
1357,2357,CERT-2026-01357,Cloud Bootcamp 1357,Cloud,65,16,2024-10-15,2024-10-31,,COMPLETED,14,11,1,2,0.75,3.9,1.0,0.92,84.2,80.8,85.5,86.5,0,1,3,83.2,93.3,84.5,B,2024-11-12,2025-11-12,EXPIRED,0.8656,1
1358,2358,CERT-2026-01358,Cybersecurity Bootcamp 1358,Cybersecurity,71,18,2026-03-05,2026-03-13,2026-03-13,CANCELLED,3,2,1,0,0.58,4.3,0.93,0.2,47.8,,83.3,73.7,11,3,3,57.1,86.2,61.9,D,,,REVOKED,0.0,0
1359,2359,CERT-2026-01359,Mobile Bootcamp 1359,Mobile,32,8,2025-12-04,2025-12-06,2025-12-06,CANCELLED,3,1,1,1,0.33,3.0,0.68,0.33,35.8,,39.9,39.7,14,2,0,45.0,61.4,47.1,F,,,REVOKED,0.0,0
1360,2360,CERT-2026-01360,Mobile Bootcamp 1360,Mobile,46,12,2025-08-20,2025-09-01,,COMPLETED,5,4,0,1,0.9,5.0,1.0,0.87,81.7,88.6,100.0,79.8,0,1,2,84.3,98.4,88.0,B,2025-09-05,2026-09-05,ISSUED,0.7557,1
1361,2361,CERT-2026-01361,Cloud Bootcamp 1361,Cloud,51,13,2026-04-12,2026-05-01,,ONGOING,7,4,2,1,0.64,3.3,0.67,0.59,30.2,,60.1,45.1,12,5,0,44.6,63.2,48.8,F,,,PENDING,0.0,0
1362,2362,CERT-2026-01362,Data Science Bootcamp 1362,Data Science,50,12,2025-11-06,2025-11-18,,COMPLETED,11,4,4,3,0.34,4.0,0.87,0.84,71.6,70.8,61.7,63.7,0,1,1,69.3,79.1,70.2,C,,,PENDING,0.4508,0
1363,2363,CERT-2026-01363,Cybersecurity Bootcamp 1363,Cybersecurity,54,14,2024-08-26,2024-09-09,,COMPLETED,9,4,2,3,0.44,3.4,0.74,0.9,50.1,58.1,35.2,47.1,0,1,2,53.0,64.0,53.2,F,2024-09-30,2025-09-30,EXPIRED,0.3179,1
1364,2364,CERT-2026-01364,Cloud Bootcamp 1364,Cloud,66,16,2025-03-12,2025-03-28,,COMPLETED,12,6,2,4,0.51,4.0,0.65,0.9,61.9,41.2,74.4,44.2,0,1,0,48.2,73.7,52.5,F,,,REVOKED,0.132,0
1365,2365,CERT-2026-01365,Cybersecurity Bootcamp 1365,Cybersecurity,48,12,2024-07-27,2024-08-08,,COMPLETED,13,7,2,4,0.5,3.1,0.72,1.0,27.5,60.2,45.4,,0,3,0,49.8,63.5,51.2,F,,,REVOKED,0.2836,0
1366,2366,CERT-2026-01366,Data Science Bootcamp 1366,Data Science,54,14,2024-10-12,2024-10-26,,COMPLETED,6,5,0,1,0.78,3.3,0.59,0.99,47.7,54.0,55.6,47.5,0,3,0,50.5,61.2,52.2,F,,,REVOKED,0.0579,0
1367,2367,CERT-2026-01367,Data Science Bootcamp 1367,Data Science,65,16,2025-03-09,2025-03-25,,COMPLETED,7,3,2,2,0.49,3.8,0.89,0.92,55.2,58.7,88.2,63.9,0,1,1,59.0,89.3,64.6,D,,,PENDING,0.6568,0
1368,2368,CERT-2026-01368,UI/UX Bootcamp 1368,UI/UX,32,8,2026-04-12,2026-04-27,,ONGOING,3,1,1,1,0.38,3.0,0.75,0.45,59.7,,46.4,32.9,13,0,0,50.4,70.0,53.2,F,,,PENDING,0.0,0
1369,2369,CERT-2026-01369,UI/UX Bootcamp 1369,UI/UX,27,7,2026-05-18,2026-05-25,,UPCOMING,7,6,1,0,0.85,4.4,0.96,0.0,,,100.0,,25,1,3,55.6,96.6,63.9,D,,,PENDING,0.0,0
1370,2370,CERT-2026-01370,Web Development Bootcamp 1370,Web Development,47,12,2026-04-10,2026-04-30,,ONGOING,5,3,1,1,0.64,3.4,0.81,0.61,37.7,,28.9,41.6,12,0,0,46.0,66.6,47.5,F,,,PENDING,0.0,0
1371,2371,CERT-2026-01371,Web Development Bootcamp 1371,Web Development,42,10,2026-03-16,2026-03-26,,COMPLETED,12,8,1,3,0.66,4.6,0.9,0.96,61.2,91.1,37.6,68.9,0,2,2,76.6,70.5,74.3,C,2026-04-12,2027-04-12,ISSUED,0.5249,1
1372,2372,CERT-2026-01372,Cloud Bootcamp 1372,Cloud,64,16,2025-10-18,2025-11-03,,COMPLETED,12,8,1,3,0.69,3.8,0.94,0.84,52.1,76.5,37.7,64.7,0,1,0,66.2,73.9,65.7,D,2025-11-26,2026-11-26,ISSUED,0.2699,1
1373,2373,CERT-2026-01373,Cloud Bootcamp 1373,Cloud,47,12,2025-08-25,2025-09-06,,COMPLETED,10,5,2,3,0.5,4.1,0.85,0.98,65.6,65.1,59.9,63.8,0,1,0,64.9,77.6,66.0,D,2025-09-17,2026-09-17,ISSUED,0.3733,1
1374,2374,CERT-2026-01374,Cybersecurity Bootcamp 1374,Cybersecurity,39,10,2026-04-12,2026-04-24,,ONGOING,4,3,1,0,0.64,,0.91,0.6,54.3,,100.0,69.6,11,1,4,58.0,94.4,64.7,D,,,PENDING,0.0,0
1375,2375,CERT-2026-01375,Cybersecurity Bootcamp 1375,Cybersecurity,39,10,2026-04-26,2026-05-06,,UPCOMING,7,4,1,2,0.51,4.6,1.0,0.08,,,100.0,,25,0,6,55.6,100.0,64.2,D,,,PENDING,0.0,0
1376,2376,CERT-2026-01376,Web Development Bootcamp 1376,Web Development,48,12,2026-04-10,2026-04-25,,ONGOING,5,1,2,2,0.25,3.2,0.78,0.65,59.5,,51.8,45.9,21,3,1,53.6,68.4,55.8,F,,,PENDING,0.0,0
1377,2377,CERT-2026-01377,Cloud Bootcamp 1377,Cloud,58,14,2026-02-02,2026-02-16,,COMPLETED,2,2,0,0,0.76,4.5,0.93,0.83,60.0,58.5,83.8,47.9,0,1,0,56.3,89.6,63.2,D,,,PENDING,0.2827,0
1378,2378,CERT-2026-01378,Cybersecurity Bootcamp 1378,Cybersecurity,37,9,2026-04-12,2026-04-21,,ONGOING,6,3,1,2,0.46,2.4,0.68,0.56,37.6,,48.6,43.1,19,1,0,46.4,66.0,49.0,F,,,PENDING,0.0,0
1379,2379,CERT-2026-01379,Web Development Bootcamp 1379,Web Development,38,10,2026-04-22,2026-05-02,,UPCOMING,2,1,0,1,0.36,3.8,0.58,0.08,,,26.0,,24,1,0,55.6,53.6,52.0,F,,,PENDING,0.0,0
1380,2380,CERT-2026-01380,Data Science Bootcamp 1380,Data Science,62,16,2025-02-26,2025-03-14,,COMPLETED,7,3,1,3,0.36,3.8,0.78,1.0,76.0,81.4,57.2,92.2,0,2,1,82.5,71.9,78.4,C,2025-04-09,2026-04-09,EXPIRED,0.7022,1
1381,2381,CERT-2026-01381,Cloud Bootcamp 1381,Cloud,39,10,2025-06-30,2025-07-10,,COMPLETED,13,8,3,2,0.63,4.5,0.82,0.95,51.6,57.7,60.1,47.3,0,2,0,53.3,74.7,57.0,F,,,PENDING,0.2219,0
1382,2382,CERT-2026-01382,Data Science Bootcamp 1382,Data Science,41,10,2025-03-26,2025-04-05,,COMPLETED,6,4,1,1,0.59,3.9,0.84,0.91,61.9,54.9,64.6,36.8,0,0,4,52.5,80.4,57.5,F,,,PENDING,0.3203,0
1383,2383,CERT-2026-01383,Web Development Bootcamp 1383,Web Development,48,12,2026-03-18,2026-03-30,,COMPLETED,13,9,1,3,0.73,3.7,0.76,0.98,49.0,64.5,76.2,52.9,0,1,0,57.0,79.3,61.5,D,,,PENDING,0.5575,0
1384,2384,CERT-2026-01384,Data Science Bootcamp 1384,Data Science,57,14,2026-04-08,2026-04-30,,ONGOING,6,3,1,2,0.47,3.6,0.73,0.47,50.5,,31.0,43.0,13,0,4,50.2,63.7,50.4,F,,,PENDING,0.0,0
1385,2385,CERT-2026-01385,Data Science Bootcamp 1385,Data Science,58,14,2026-02-09,2026-02-16,2026-02-16,CANCELLED,3,2,0,1,0.63,4.7,0.98,0.33,75.2,,91.3,77.7,7,0,3,66.3,96.1,70.4,C,,,REVOKED,0.0,0
1386,2386,CERT-2026-01386,Cloud Bootcamp 1386,Cloud,54,14,2025-07-24,2025-08-07,,COMPLETED,7,4,2,1,0.54,4.2,1.0,0.94,86.6,97.1,76.2,92.8,0,1,3,92.9,90.1,91.7,A,2025-08-30,2026-08-30,ISSUED,0.9087,1
1387,2387,CERT-2026-01387,Web Development Bootcamp 1387,Web Development,49,12,2026-03-08,2026-03-20,,COMPLETED,12,7,1,4,0.62,3.8,0.71,0.87,58.7,61.1,73.4,68.2,0,2,0,62.2,74.4,63.8,D,,,PENDING,0.3616,0
1388,2388,CERT-2026-01388,Data Science Bootcamp 1388,Data Science,46,12,2024-12-03,2024-12-15,,COMPLETED,5,3,1,1,0.63,4.0,1.0,0.88,75.9,66.7,55.4,86.5,0,0,0,74.4,84.4,73.0,C,2025-01-13,2026-01-13,EXPIRED,0.7579,1
1389,2389,CERT-2026-01389,Cloud Bootcamp 1389,Cloud,67,17,2026-05-25,2026-06-11,,UPCOMING,5,3,1,1,0.55,3.7,0.7,0.11,,,50.4,,19,2,0,55.6,65.9,55.9,F,,,PENDING,0.0,0
1390,2390,CERT-2026-01390,Cybersecurity Bootcamp 1390,Cybersecurity,68,17,2025-10-22,2025-11-08,,COMPLETED,10,8,1,1,0.8,4.2,1.0,0.96,74.4,82.7,94.9,83.5,0,1,4,80.4,96.6,83.7,B,,,PENDING,0.7093,0
1391,2391,CERT-2026-01391,Cybersecurity Bootcamp 1391,Cybersecurity,53,13,2026-04-22,2026-05-05,,UPCOMING,4,2,1,1,0.57,4.2,0.72,0.03,,,46.2,,22,7,0,55.6,57.4,55.5,F,,,PENDING,0.0,0
1392,2392,CERT-2026-01392,UI/UX Bootcamp 1392,UI/UX,50,12,2024-12-09,2024-12-21,,COMPLETED,11,8,1,2,0.75,4.4,1.0,0.88,94.1,100.0,72.8,100.0,0,3,0,98.2,85.7,95.3,A,2024-12-30,2025-12-30,EXPIRED,0.6739,1
1393,2393,CERT-2026-01393,Data Science Bootcamp 1393,Data Science,64,16,2026-05-13,2026-05-29,,UPCOMING,4,2,1,1,0.38,3.9,0.96,0.03,,,80.8,,31,0,2,55.6,91.5,61.6,D,,,PENDING,0.0,0
1394,2394,CERT-2026-01394,Mobile Bootcamp 1394,Mobile,26,6,2025-05-01,2025-05-07,,COMPLETED,3,1,1,1,0.4,3.8,0.92,0.99,63.5,72.9,81.5,82.5,0,0,2,72.5,89.9,74.5,C,2025-05-16,2026-05-16,ISSUED,0.5472,1
1395,2395,CERT-2026-01395,Web Development Bootcamp 1395,Web Development,42,10,2026-04-11,2026-04-23,,ONGOING,8,4,2,2,0.48,3.5,0.69,0.7,54.5,,35.4,32.6,10,4,0,48.8,57.0,50.1,F,,,PENDING,0.0,0
1396,2396,CERT-2026-01396,Data Science Bootcamp 1396,Data Science,55,14,2026-03-26,2026-03-30,2026-03-30,CANCELLED,4,1,1,2,0.35,3.5,0.84,0.11,56.5,,51.5,51.7,15,1,1,54.2,74.2,56.4,F,,,REVOKED,0.0,0
1397,2397,CERT-2026-01397,UI/UX Bootcamp 1397,UI/UX,23,6,2024-11-23,2024-11-29,,COMPLETED,8,3,2,3,0.39,3.4,0.93,0.93,63.7,82.5,85.4,58.8,0,5,1,70.9,83.7,75.9,C,,,PENDING,0.106,0
1398,2398,CERT-2026-01398,Web Development Bootcamp 1398,Web Development,47,12,2025-12-14,2025-12-26,,COMPLETED,17,11,4,2,0.64,3.7,0.85,1.0,64.3,80.6,46.3,79.3,0,6,0,75.4,64.9,72.7,C,2026-01-14,2027-01-14,ISSUED,0.4314,1
1399,2399,CERT-2026-01399,Data Science Bootcamp 1399,Data Science,54,14,2025-06-23,2025-07-07,,COMPLETED,6,2,2,2,0.36,3.4,0.72,0.91,50.0,45.8,49.4,47.9,0,3,1,47.6,64.9,49.6,F,2025-07-20,2026-07-20,ISSUED,0.1055,1
1400,2400,CERT-2026-01400,Cloud Bootcamp 1400,Cloud,65,16,2026-01-01,2026-01-10,2026-01-10,CANCELLED,2,2,0,0,0.87,4.3,0.91,0.26,46.1,,87.1,62.7,21,1,2,53.8,89.8,60.3,D,,,REVOKED,0.0,0
1401,2401,CERT-2026-01401,Data Science Bootcamp 1401,Data Science,51,13,2024-07-26,2024-08-08,,COMPLETED,9,6,2,1,0.69,3.9,1.0,0.99,88.7,80.8,100.0,79.5,0,0,3,82.8,100.0,86.4,B,2024-09-01,2025-09-01,EXPIRED,0.9189,1
1402,2402,CERT-2026-01402,Mobile Bootcamp 1402,Mobile,48,12,2024-08-25,2024-09-06,,COMPLETED,12,8,2,2,0.71,4.4,0.94,1.0,81.8,71.7,87.2,67.1,0,0,3,73.6,92.8,77.1,C,2024-10-03,2025-10-03,EXPIRED,0.7586,1
1403,2403,CERT-2026-01403,Web Development Bootcamp 1403,Web Development,49,12,2026-02-20,2026-02-28,2026-02-28,CANCELLED,2,2,0,0,0.89,4.5,1.0,0.01,94.0,,100.0,79.0,7,2,4,72.2,96.8,76.3,C,,,REVOKED,0.0,0
1404,2404,CERT-2026-01404,Data Science Bootcamp 1404,Data Science,62,16,2025-11-21,2025-12-07,,COMPLETED,6,5,0,1,0.8,4.4,0.91,0.86,61.9,64.1,91.5,58.5,0,1,0,62.0,91.4,68.2,D,2025-12-20,2026-12-20,ISSUED,0.6558,1
1405,2405,CERT-2026-01405,Cloud Bootcamp 1405,Cloud,42,10,2025-03-31,2025-04-10,,COMPLETED,12,9,2,1,0.75,4.1,0.89,0.99,58.2,78.5,74.9,70.3,0,0,2,70.4,86.3,72.9,C,2025-04-13,2026-04-13,EXPIRED,0.803,1
1406,2406,CERT-2026-01406,Data Science Bootcamp 1406,Data Science,59,15,2025-01-15,2025-01-30,,COMPLETED,8,2,2,4,0.21,2.6,0.54,0.85,50.2,55.1,18.5,44.9,0,1,1,51.1,49.2,48.0,F,,,REVOKED,0.2143,0
